aboard,adverb,
aboard,,
abodance,noun,
abode,noun,
abode,verb,
abodement,noun,
aboding,noun,
abolished,,
abolishing,,
abolish,verb,
abolishable,adjective,
abolisher,noun,
abolishment,noun,
abolition,noun,
abolitionism,noun,
abolitionist,noun,
abolitionize,verb,
aboma,noun,
abomasum,noun,
abomasus,noun,
abominable,adjective,
abominableness,noun,
abominably,adverb,
abominated,,
abominating,,
abominate,verb,
abomination,noun,
aboon,,
aboral,adjective,
abord,noun,
abord,verb,
aboriginal,adjective,
aboriginal,noun,
aboriginality,noun,
aboriginally,adverb,
aborigines,noun,
aborsement,noun,
aborsive,adjective,
abort,verb,
abort,noun,
aborted,adjective,
aborticide,noun,
abortifacient,verb,
abortifacient,noun,
abortion,noun,
abortional,adjective,
abortionist,noun,
abortive,verb,
abortive,noun,
abortively,adverb,
abortiveness,noun,
abortment,noun,
abought,,
abounded,,
abounding,,
abound,verb,
about,,
about,adverb,
about-sledge,noun,
above,,
above,adverb,
aboveboard,adverb,
above-cited,adjective,
abovedeck,adjective,
above-mentioned,adjective,
above-named,adjective,
abovesaid,adjective,
abox,adverb,
abracadabra,noun,
abradant,noun,
abraded,,
abrading,,
abrade,verb,
abrahamic,adjective,
abrahamitic,adjective,
ical,adjective,
abraham-man,noun,
abram-man,noun,
abraid,verb,
abranchial,adjective,
abranchiata,noun,
abranchiate,adjective,
abrase,adjective,
abrasion,noun,
abrasive,adjective,
abraum,noun,
abraum salts,noun,
abraxas,noun,
abray,verb,
abreast,adverb,
abregge,verb,
abrenounce,verb,
abrenunciation,noun,
abreption,noun,
abreuvoir,noun,
abricock,noun,
abridged,,
abridging,,
abridge,verb,
abridger,noun,
abridgment,noun,
abroach,verb,
abroach,adverb,
abroad,adverb,
abrogable,adjective,
abrogate,adjective,
abrogated,,
abrogating,,
abrogate,verb,
abrogation,noun,
abrogative,adjective,
abrogator,noun,
abrood,adverb,
abrook,verb,
abrupt,adjective,
abrupt,noun,
abrupt,verb,
abruption,noun,
abruptly,adverb,
abruptness,noun,
abscesses,,
abscess,noun,
abscession,noun,
abscind,verb,
abscision,noun,
abscisses,,
absciss,noun,
abscissas,,
abscissae,,
abscissa,noun,
abscission,noun,
absconded,,
absconding,,
abscond,verb,
abscondence,noun,
absconder,noun,
absence,noun,
absent,adjective,
absented,,
absenting,,
absent,verb,
absentaneous,adjective,
absentation,noun,
absentee,noun,
absenteeism,noun,
absenter,noun,
absently,adverb,
absentment,noun,
absent-minded,adjective,
absentness,noun,
absey-book,noun,
absinthate,noun,
absinth,noun,
absinthe,noun,
absinthial,adjective,
absinthian,noun,
absinthiate,verb,
absinthiated,adjective,
absinthic,adjective,
absinthin,noun,
absinthism,noun,
absinthium,noun,
absis,noun,
absist,verb,
absistence,noun,
absolute,adjective,
absolute,noun,
absolutely,adverb,
absoluteness,noun,
absolution,noun,
absolutism,noun,
absolutist,noun,
absolutist,adjective,
absolutistic,adjective,
absolutory,adjective,
absolvable,adjective,
absolvatory,adjective,
absolved,,
absolving,,
absolve,verb,
absolvent,adjective,
absolvent,noun,
absolver,noun,
absonant,adjective,
absonous,adjective,
absorbed,,
absorbing,,
absorb,verb,
absorbability,noun,
absorbable,adjective,
absorbedly,adverb,
absorbency,noun,
absorbent,adjective,
absorbent,noun,
absorber,noun,
absorbing,adjective,
absorbition,noun,
absorpt,adjective,
absorption,noun,
absorptive,adjective,
absorptiveness,noun,
absorptivity,noun,
absquatulate,verb,
absque hoc,,
abstained,,
abstaining,,
abstain,verb,
abstainer,noun,
abstemious,adjective,
abstemiousness,noun,
abstention,adjective,
abstentious,adjective,
absterge,verb,
abstergent,adjective,
abstergent,noun,
absterse,verb,
abstersion,noun,
abstersive,adjective,
abstersive,noun,
abstersiveness,noun,
abstinence,noun,
abstinency,noun,
abstinent,adjective,
abstinent,noun,
abstinently,adverb,
abstorted,adjective,
abstract,adjective,
abstracted,,
abstracting,,
abstract,verb,
abstracted,adjective,
abstractedly,adverb,
abstractedness,noun,
abstracter,noun,
abstraction,adjective,
abstractional,adjective,
abstractionist,noun,
abstractitious,adjective,
abstractive,adjective,
abstractively,adverb,
abstractiveness,noun,
abstractly,adverb,
abstractness,noun,
abstringe,verb,
abstrude,verb,
abstruse,adjective,
abstrusely,adverb,
abstruseness,noun,
abstrusion,noun,
abstrusity,noun,
absume,verb,
absumption,noun,
absurd,adjective,
absurd,noun,
absurdities,,
absurdity,noun,
absurdly,adverb,
absurdness,noun,
abuna,noun,
abundance,noun,
abundant,adjective,
abundantly,adverb,
aburst,adverb,
abusable,adjective,
abusage,noun,
abused,,
abusing,,
abuse,verb,
abuseful,adjective,
abuser,noun,
abusion,verb,
abusive,adjective,
abusively,adverb,
abusiveness,noun,
abutted,,
abutting,,
abut,verb,
abutilon,noun,
abutment,noun,
abuttal,noun,
abutter,noun,
abuzz,adjective,
aby,verb,
abye,verb,
abysm,noun,
abysmal,adjective,
abysmally,adverb,
abyss,noun,
abyssal,adjective,
abyssinian,adjective,
abyssinian,noun,
acacia,noun,
acacias,,
acaciae,,
acacin,noun,
acacine,noun,
academe,noun,
academial,adjective,
academian,noun,
academic,adjective,
academical,adjective,
academic,noun,
academically,adverb,
academicals,noun,
academician,noun,
academicism,noun,
academism,noun,
academist,noun,
academies,,
academy,noun,
acadian,adjective,
acadian,noun,
acajou,noun,
acalephs,,
acalephans,,
acaleph,noun,
acalephan,noun,
acalephae,noun,
acalephoid,adjective,
acalycine,adjective,
acalysinous,adjective,
acanth,noun,
acantha,noun,
acanthaceous,adjective,
acanthine,adjective,
acanthocarpous,adjective,
acanthocephala,noun,
acanthocephalous,adjective,
acanthophorous,adjective,
acanthopodious,adjective,
acanthopteri,noun,
acanthopterous,adjective,
acanthopterygian,adjective,
acanthopterygian,noun,
acanthopterygii,noun,
acanthopterygious,adjective,
acanthuses,,
acanthi,,
acanthus,noun,
a cappella,,
acapsular,adjective,
acardiac,adjective,
acaridan,noun,
acarina,noun,
acarine,adjective,
acaroid,adjective,
acarpellous,adjective,
acarpous,adjective,
acari,,
acarus,noun,
acatalectic,adjective,
acatalectic,noun,
acatalepsy,noun,
acataleptic,adjective,
acater,noun,
acates,noun,
acaudate,adjective,
acaulescent,adjective,
acauline,adjective,
acaulose,adjective,
acaulous,adjective,
accadian,adjective,
acceded,,
acceding,,
accede,verb,
accedence,noun,
acceder,noun,
accelerando,adjective,
accelerated,,
accelerating,,
accelerate,verb,
acceleration,noun,
accelerative,adjective,
accelerator,noun,
acceleratory,adjective,
accelerograph,noun,
accelerometer,noun,
accend,verb,
accendibility,noun,
accendible,adjective,
accension,noun,
accensor,noun,
accent,noun,
accented,,
accenting,,
accent,verb,
accentless,adjective,
accentor,noun,
accentuable,adjective,
accentual,adjective,
accentuality,noun,
accentually,adverb,
accentuated,,
accentuating,,
accentuate,verb,
accentuation,noun,
accepted,,
accepting,,
accept,verb,
accept,adjective,
acceptability,noun,
acceptable,adjective,
acceptableness,noun,
acceptably,adverb,
acceptance,noun,
acceptancy,noun,
acceptant,adjective,
acceptant,noun,
acceptation,noun,
acceptedly,adverb,
accepter,noun,
acceptilation,noun,
acception,noun,
acceptive,adjective,
acceptor,noun,
access,noun,
accessarily,adverb,
accessariness,noun,
accessary,adjective,
accessaries,,
accessary,noun,
accessibility,noun,
accessible,adjective,
accessibly,adverb,
accession,noun,
accessional,adjective,
accessive,adjective,
accessorial,adjective,
accessorily,adverb,
accessoriness,noun,
accessory,adjective,
accessories,,
accessory,noun,
acciaccatura,noun,
accidence,noun,
accident,noun,
accidental,adjective,
accidental,noun,
accidentalism,noun,
accidentality,noun,
accidentally,adverb,
accidentalness,noun,
accidie,noun,
accipenser,noun,
accipient,noun,
accipiters,,
accipitres,,
accipiter,noun,
accipitral,noun,
accipitres,noun,
accipitrine,adjective,
accismus,noun,
accite,verb,
acclaim,verb,
acclaim,noun,
acclaimer,noun,
acclamation,noun,
acclamatory,adjective,
acclimatable,adjective,
acclimatation,noun,
acclimated,,
acclimating,,
acclimate,verb,
acclimatement,noun,
acclimation,noun,
acclimatizable,adjective,
acclimatization,noun,
acclimatized,,
acclimatizing,,
acclimatize,verb,
acclimature,noun,
acclive,adjective,
acclivitous,adjective,
acclivities,,
acclivity,noun,
acclivous,adjective,
accloy,verb,
accoast,verb,
accoil,verb,
accolade,noun,
accombination,noun,
accommodable,adjective,
accommodableness,noun,
accommodated,,
accommodating,,
accommodate,verb,
accommodate,adjective,
accommodately,adverb,
accommodateness,noun,
accommodating,adjective,
accommodation,noun,
accommodator,noun,
accompanable,adjective,
accompanier,noun,
accompaniment,noun,
accompanist,noun,
accompanied,,
accompanying,,
accompany,verb,
accompletive,adjective,
accomplice,noun,
accompliceship,noun,
accomplicity,noun,
accomplished,,
accomplishing,,
accomplish,verb,
accomplishable,adjective,
accomplished,adjective,
accomplisher,noun,
accomplishment,noun,
accompt,noun,
accomptable,adjective,
accomptant,noun,
accord,verb,
accorded,,
according,,
accordable,adjective,
accordance,noun,
accordancy,noun,
accordant,adjective,
accordantly,adverb,
accorder,noun,
according,adverb,
accordingly,adverb,
accordion,noun,
accordionist,noun,
accordment,verb,
accorporate,verb,
accosted,,
accosting,,
accost,verb,
accost,noun,
accostable,adjective,
accosted,adjective,
accouchement,noun,
accoucheur,noun,
accoucheuse,noun,
account,noun,
accounted,,
accounting,,
account,verb,
accountability,noun,
accountable,adjective,
accountable ness,noun,
accountably,adverb,
accountancy,noun,
accountant,noun,
accountant,adjective,
accountantship,noun,
account book,,
accouple,verb,
accouplement,noun,
accourage,verb,
accourt,verb,
accoutered,,
accoutred,,
accoutering,,
accoutring,,
accouter,verb,
accoutre,verb,
accouterments,noun,
accoutrements,noun,
accoy,verb,
accredited,,
accrediting,,
accredit,verb,
accreditation,noun,
accrementitial,adjective,
accrementition,noun,
accresce,verb,
accrescence,noun,
accrescent,adjective,
accrete,verb,
accrete,adjective,
accretion,noun,
accretive,adjective,
accriminate,verb,
accroach,verb,
accroachment,noun,
accrual,noun,
accrued,,
accruing,,
accrue,noun,
accruer,noun,
accrument,noun,
accubation,noun,
accumb,verb,
accumbency,noun,
accumbent,adjective,
accumbent,noun,
accumber,verb,
accumulated,,
accumulating,,
accumulate,verb,
accumulate,adjective,
accumulation,noun,
accumulative,adjective,
accumulator,noun,
accuracy,noun,
accurate,adjective,
accurately,adverb,
accurateness,noun,
accurse,verb,
accursed,,
accurst,,
accusable,adjective,
accusal,noun,
accusant,noun,
accusation,noun,
accusatival,adjective,
accusative,adjective,
accusative,noun,
accusatively,adverb,
accusatorial,adjective,
accusatorially,adverb,
accusatory,adjective,
accuse,noun,
accused,,
accusing,,
accuse,verb,
accused,adjective,
accusement,noun,
accuser,noun,
accusingly,adverb,
accustomed,,
accustoming,,
accustom,verb,
accustom,noun,
accustomable,adjective,
accustomably,adverb,
accustomance,noun,
accustomarily,adverb,
accustomary,adjective,
accustomed,adjective,
accustomedness,noun,
aces,,
ace,noun,
aceldama,noun,
acentric,adjective,
acephal,noun,
acephala,noun,
acephalan,noun,
acephalan,adjective,
acephali,noun,
acephalist,noun,
acephalocyst,noun,
acephalocystic,adjective,
acephalous,adjective,
acerate,noun,
acerate,adjective,
acerb,adjective,
acerbate,verb,
acerbic,adjective,
acerbitude,noun,
acerbity,noun,
aceric,adjective,
acerose,adjective,
acerous,adjective,
acerval,adjective,
acervate,verb,
acervate,adjective,
acervation,noun,
acervative,adjective,
acervose,adjective,
acervuline,adjective,
acescence,noun,
acescency,noun,
acescent,adjective,
acescent,noun,
acetable,noun,
acetabular,adjective,
acetabulifera,noun,
acetabuliferous,adjective,
acetabuliform,adjective,
acetabulum,noun,
acetal,noun,
acetaldehyde,noun,
acetamide,noun,
acetanilide,noun,
acetarious,adjective,
acetary,noun,
acetate,noun,
acetated,adjective,
acetic,adjective,
acetification,noun,
acetifier,noun,
acetified,,
acetifying,,
acetify,verb,
acetimeter,noun,
acetimetry,noun,
acetin,noun,
acetize,verb,
acetometer,noun,
acetone,noun,
acetonic,adjective,
acetose,adjective,
acetosity,noun,
acetous,adjective,
acetyl,noun,
acetylene,noun,
ach,noun,
ache,noun,
achaean,adjective,
achaian,adjective,
achaian,noun,
acharnement,noun,
achate,noun,
achatina,noun,
achatour,noun,
ache,verb,
ached,,
aching,,
achean,,
achene,noun,
achenium,noun,
achenial,adjective,
acheron,noun,
acherontic,adjective,
achievable,adjective,
achievance,noun,
achieved,,
achieving,,
achieve,verb,
achievement,noun,
achiever,noun,
achillean,adjective,
achilles' tendon,noun,
achilous,adjective,
aching,adjective,
achiote,noun,
achlamydate,adjective,
achlamydeous,adjective,
acholia,noun,
acholous,adjective,
achromatic,adjective,
achromatically,adverb,
achromaticity,noun,
achromatin,noun,
achromatism,noun,
achromatization,noun,
achromatized,,
achromatizing,,
achromatize,verb,
achromatopsy,noun,
achronic,adjective,
achroodextrin,noun,
achroous,adjective,
achylous,adjective,
achymous,adjective,
aciculae,,
acicula,noun,
acicular,adjective,
aciculate,adjective,
aciculated,adjective,
aciculiform,adjective,
aciculite,noun,
acid,adjective,
acid,noun,
acidic,adjective,
acidiferous,adjective,
acidifiable,adjective,
acidific,adjective,
acidification,noun,
acidifier,noun,
acidified,,
acidifying,,
acidify,verb,
acidimeter,noun,
acidimetry,noun,
acidity,noun,
acidly,adverb,
acidness,noun,
acidulated,,
acidulating,,
acidulate,verb,
acidulent,adjective,
acidulous,adjective,
acierage,noun,
aciform,adjective,
acinaceous,adjective,
acinaces,noun,
acinaciform,adjective,
acinesia,noun,
acinetae,noun,
acinetiform,adjective,
aciniform,adjective,
acinose,adjective,
acinous,adjective,
acini,,
acinus,noun,
acipenser,noun,
aciurgy,noun,
acknow,verb,
acknowledged,,
acknowledging,,
acknowledge,verb,
acknowledgedly,adverb,
acknowledger,noun,
acknowledgment,noun,
aclinic,adjective,
acme,noun,
acne,noun,
acnodal,adjective,
acnode,noun,
acock,adverb,
acockbill,adverb,
acold,adjective,
acologic,adjective,
acology,noun,
acolothist,noun,
acolyctine,noun,
acolyte,noun,
acolyth,noun,
acolythist,noun,
aconddylose,adjective,
acondylous,adjective,
aconital,adjective,
aconite,noun,
aconitia,noun,
aconitic,adjective,
aconitine,noun,
aconitum,noun,
acontia,noun,
acontias,noun,
acopic,adjective,
acorn,noun,
acorn cup,,
acorned,adjective,
acorn-shell,noun,
acosmism,noun,
acosmist,noun,
acotyledon,noun,
acotyledonous,adjective,
acouchy,noun,
acoumeter,noun,
acoumetry,noun,
acoustic,adjective,
acoustic,noun,
acoustical,adjective,
acoustically,adverb,
acoustician,noun,
acoustics,noun,
acquaint,verb,
acquainted,,
acquainting,,
acquaintable,adjective,
acquaintance,noun,
acquaintanceship,noun,
acquaintant,noun,
acquainted,adjective,
acquaintedness,noun,
acquest,noun,
acquiesced,,
acquiescing,,
acquiesce,verb,
acquiescence,noun,
acquiescency,noun,
acquiescent,adjective,
acquiescently,adverb,
acquiet,verb,
acquirability,noun,
acquirable,adjective,
acquired,,
acquiring,,
acquire,verb,
acquirement,noun,
acquirer,noun,
acquiry,noun,
acquisite,adjective,
acquisition,noun,
acquisitive,adjective,
acquisitively,adverb,
acquisitiveness,noun,
acquisitor,noun,
acquist,noun,
acquit,,
acquitted,,
acquitting,,
acquit,verb,
acquitment,noun,
acquittal,noun,
acquittance,noun,
acquittance,verb,
acquitter,noun,
acrania,noun,
acranial,adjective,
acrase,verb,
acraze,verb,
acrasia,noun,
acrasy,noun,
acraspeda,noun,
acre,noun,
acreable,adjective,
acreage,noun,
acred,adjective,
acrid,adjective,
acridity,noun,
acridness,noun,
acridly,adverb,
acrimonious,adjective,
acrimoniously,adverb,
acrimoniousness,noun,
acrimonies,,
acrimony,noun,
acrisia,noun,
acrisy,noun,
acrita,noun,
acritan,adjective,
acritan,noun,
acrite,adjective,
acritical,adjective,
acritochromacy,noun,
acritude,noun,
acrity,noun,
acroamatic,adjective,
acroamatical,adjective,
acroatic,adjective,
acrobat,noun,
acrobatic,adjective,
acrobatism,noun,
acrocarpous,adjective,
acrocephalic,adjective,
acrocephaly,noun,
acroceraunian,adjective,
acrodactylum,noun,
acrodont,noun,
acrodont,adjective,
acrogen,noun,
acrogenous,adjective,
acrolein,noun,
acrolith,noun,
acrolithan,adjective,
acrolithic,adjective,
acromegaly,noun,
acromial,adjective,
acromion,noun,
acromonogrammatic,adjective,
acronyc,adjective,
acronychal,adjective,
acronycally,adverb,
acronyctous,adjective,
acrook,adverb,
acropetal,adjective,
acrophony,noun,
acropodium,noun,
acropolis,noun,
acropolitan,adjective,
acrospire,noun,
acrospire,verb,
acrospore,noun,
acrosporous,adjective,
across,noun,
across,adverb,
acrostic,noun,
acrostical,noun,
acrostically,adverb,
acrotarsium,noun,
acroteleutic,noun,
acroter,noun,
acroterial,adjective,
acroteria,,
acroterium,noun,
acrotic,adjective,
acrotism,noun,
acrotomous,adjective,
acrylic,adjective,
act,noun,
acted,,
acting,,
act,verb,
actable,adjective,
actinal,adjective,
actinaria,noun,
acting,adjective,
actiniae,,
actinias,,
actinia,noun,
actinic,adjective,
actiniform,adjective,
actinism,noun,
actinium,noun,
actino-chemistry,noun,
actinograph,noun,
actinoid,adjective,
actinolite,noun,
actinolitic,adjective,
actinology,noun,
actinomere,noun,
actinometer,noun,
actinometric,adjective,
actinometry,noun,
actinophorous,adjective,
actinosome,noun,
actinost,noun,
actinostome,noun,
actinotrocha,noun,
actinozoa,noun,
actinozoal,adjective,
actinozoon,noun,
actinula,noun,
action,noun,
actionable,adjective,
actionably,adverb,
actionary,noun,
actionist,noun,
actionless,adjective,
activate,verb,
active,adjective,
actively,adverb,
activeness,noun,
activities,,
activity,noun,
actless,adjective,
acton,noun,
actor,noun,
actress,noun,
actual,adjective,
actual,noun,
actualist,noun,
actualities,,
actuality,noun,
actualization,noun,
actualize,verb,
actually,adverb,
actualness,noun,
actuarial,adjective,
actuaries,,
actuary,noun,
actuated,,
actuating,,
actuate,verb,
actuate,adjective,
actuation,noun,
actuator,noun,
actuose,adjective,
actuosity,noun,
acture,noun,
acturience,noun,
acuate,verb,
acuate,adjective,
acuation,noun,
acuition,noun,
acuity,noun,
aculeate,adjective,
aculeated,adjective,
aculeiform,adjective,
aculeolate,adjective,
aculeous,adjective,
aculei,,
aculeus,noun,
acumen,noun,
acuminate,adjective,
acuminate,verb,
acumination,noun,
acuminose,adjective,
acuminous,adjective,
acupressure,noun,
acupuncturation,noun,
acupuncture,noun,
acupuncture,verb,
acustumaunce,noun,
acutangular,adjective,
acute,adjective,
acute,verb,
acute-angled,adjective,
acutely,adverb,
acuteness,noun,
acutifoliate,adjective,
acutilobate,adjective,
ad-,,
adact,verb,
adactyl,adjective,
adactylous,adjective,
adage,noun,
adagial,adjective,
adagio,adjective,
adagio,noun,
adam,noun,
adamant,noun,
adamantean,adjective,
adamantine,adjective,
adambulacral,adjective,
adamic,adjective,
adamical,adjective,
adamite,noun,
adam's apple,,
adance,adverb,
adangle,adverb,
adansonia,noun,
adapt,adjective,
adapted,,
adapting,,
adapt,verb,
adaptability,noun,
adaptableness,noun,
adaptable,adjective,
adaptation,noun,
adaptative,adjective,
adaptedness,noun,
adapter,noun,
adaption,noun,
adaptive,adjective,
adaptiveness,noun,
adaptly,adverb,
adaptness,noun,
adaptorial,adjective,
adar,noun,
adarce,noun,
adatis,noun,
adaunt,verb,
adaw,verb,
adays,adverb,
ad captandum,,
added,,
adding,,
add,verb,
addable,adjective,
addax,noun,
addeem,verb,
addenda,,
addendum,noun,
adder,noun,
adder fly/,,
adder's-tongue,noun,
adderwort,noun,
addibility,noun,
addible,adjective,
addice,noun,
addict,,
addicted,,
addicting,,
addict,verb,
addictedness,noun,
addiction,noun,
addison's disease,,
additament,noun,
addition,noun,
additional,adjective,
additional,noun,
additionally,adverb,
additionary,adjective,
addititious,adjective,
additive,adjective,
additory,adjective,
addle,noun,
addle,adjective,
addled,,
addling,,
addle,verb,
addle-brain,noun,
addle-head,noun,
addle-pate,noun,
addle-brained,adjective,
addle-headed,adjective,
addle-pated,adjective,
addle-patedness,noun,
addlings,noun,
addoom,verb,
addorsed,adjective,
addressed,,
addressing,,
address,verb,
addressee,noun,
addression,noun,
adduced,,
adducing,,
adduce,verb,
adducent,adjective,
adducer,noun,
adducible,adjective,
adduct,verb,
adduction,noun,
adductive,adjective,
adductor,noun,
addulce,verb,
adeem,verb,
adelantadillo,noun,
adelantado,noun,
adelaster,noun,
adeling,noun,
adelocodonic,adjective,
adelopod,noun,
adelphia,noun,
adelphous,adjective,
adempt,,
ademption,noun,
aden-,,
adeno-,,
adenalgia,noun,
adenalgy,noun,
adeniform,adjective,
adenitis,noun,
adenographic,adjective,
adenography,noun,
adenoid,adjective,
adenoidal,adjective,
adenological,adjective,
adenology,noun,
adenophorous,adjective,
adenophyllous,adjective,
adenose,adjective,
adenotomic,adjective,
adenotomy,noun,
adenous,adjective,
adeps,noun,
adept,noun,
adept,adjective,
adeption,adjective,
adeptist,noun,
adeptness,noun,
adequacy,noun,
adequate,adjective,
adequately,adverb,
adequateness,noun,
adequation,noun,
adesmy,noun,
adessenarian,noun,
adfected,verb,
adfiliated,adjective,
adfiliation,noun,
adfluxion,noun,
adhamant,adjective,
adhered,,
adhering,,
adhere,verb,
adherence,noun,
adherency,noun,
adherent,adjective,
adherent,noun,
adherently,adverb,
adherer,noun,
adhesion,noun,
adhesive,adjective,
adhesively,adverb,
adhesiveness,noun,
adhibit,verb,
adhibition,noun,
ad hominem,,
adhort,verb,
adhortation,noun,
adhortatory,adjective,
adiabatic,adjective,
adiactinic,adjective,
adiantum,noun,
adiaphorism,noun,
adiaphorist,noun,
adiaphoristic,adjective,
adiaphorite,noun,
adiaphorous,adjective,
adiaphory,noun,
adiathermic,adjective,
adieu,,
adieus,,
adieu,noun,
adight,,
adight,verb,
ad infinitum,,
ad interim,,
adipescent,adjective,
adipic,adjective,
adipocerate,verb,
adipoceration,noun,
adipocere,noun,
adipoceriform,adjective,
adipocerous,adjective,
adipose,adjective,
adiposeness,noun,
adiposity,noun,
adipous,adjective,
adipsous,adjective,
adipsy,noun,
adit,noun,
adjacence,,
adjacency,,
adjacent,adjective,
adjacent,noun,
adjacently,adverb,
adject,verb,
adjection,noun,
adjectional,adjective,
adjectitious,,
adjectival,adjective,
adjectivally,adverb,
adjective,noun,
adjectived,,
adjectiving,,
adjective,verb,
adjectively,adverb,
adjoined,,
adjoining,,
adjoin,verb,
adjoinant,adjective,
adjoining,adjective,
adjoint,noun,
adjourned,,
adjourning,,
adjourn,verb,
adjournal,noun,
adjournment,noun,
adjudged,,
adjudging,,
adjudge,verb,
adjudger,noun,
adjudgment,noun,
adjudicated,,
adjudicating,,
adjudicate,verb,
adjudication,noun,
adjudicative,adjective,
adjudicator,noun,
